record_id,date,day_index,week_index,division,district,upazila_city,ward_or_cluster,settlement_type,latitude,longitude,area_km2,total_population,population_density_per_km2,children_6_59m,children_under2,infants_6_8m,school_age_children_5_14,households,avg_household_size,slum_density_index,poverty_index,caregiver_literacy_rate,caregiver_phone_access_rate,mobile_population_index,hard_to_reach_index,road_access_score,flood_or_rain_access_risk,market_count,school_count,mosque_count,factory_count,community_health_volunteers,historical_epi_coverage,mr1_coverage_baseline,mr2_coverage_baseline,current_campaign_coverage,campaign_target_children,registered_children,immunization_card_available_rate,estimated_zero_dose_children,estimated_under_vaccinated_children,defaulter_children,missed_epi_sessions_30d,days_since_last_campaign,refusal_rate,absent_rate,field_followup_rate,cold_chain_outage_last_30d_flag,suspected_cases_today,confirmed_cases_today,deaths_today,cases_under5_today,cases_under2_today,infant_cases_today,rash_fever_reports_today,lab_tests_today,test_positivity_rate,cases_last7,confirmed_last7,deaths_last7,case_growth_7d_pct,rt_estimate,attack_rate_per_10000,contact_cluster_count,school_cluster_flag,market_cluster_flag,adjacent_high_risk_area_count,community_rumor_reports_7d,dominant_rumor_topic,community_sentiment_score,facility_id,nearest_health_facility,distance_to_nearest_facility_km,avg_travel_time_to_facility_min,vaccination_sites_active,mobile_teams_available,vaccinators_available,team_hours_available_today,vaccine_stock_mr_doses,doses_received_today,doses_used_today,doses_wasted_today,wastage_rate,cold_chain_capacity_doses,fridge_temp_avg_c,fridge_temp_excursion_count_7d,generator_available_flag,days_of_stock_remaining,stockout_risk_score,recommended_doses_needed_7d,vaccine_shortfall_7d,priority_shipment_flag,suggested_reallocation_from_facility,suggested_reallocation_to_facility,households_visited_today,children_screened_today,children_vaccinated_today,children_absent_today,children_refused_today,followup_households,estimated_households_to_visit_tomorrow,estimated_children_to_reach_tomorrow,doses_to_carry_tomorrow,daily_route_km_recommended,route_priority_rank,route_plan_text,nearest_hospital_id,nearest_hospital_name,distance_to_nearest_hospital_km,pediatric_beds_total,pediatric_beds_available,oxygen_cylinders_available,picu_beds_total,picu_beds_available,measles_admissions_today,total_pediatric_admissions_today,predicted_measles_admissions_7d,predicted_oxygen_demand_7d,picu_pressure_score,hospital_surge_risk_level,zero_dose_risk_score,outbreak_priority_score,forecast_cases_next_7d,forecast_cases_next_14d,forecast_growth_next_7d_pct,risk_level_next_week,scenario_80pct_coverage_cases_14d,scenario_90pct_coverage_cases_14d,scenario_95pct_coverage_cases_14d,expected_cases_averted_if_95pct,model_recommended_action,alert_flags_json,community_notes,ai_generated_field_brief,public_message_template_bn,data_quality_score,synthetic_data_flag
ZMC-025-045,2026-04-28,45,7,Bhola,Barishal,Char Fasson Upazila,Island Char Cluster,island_char,22.1785,90.7604,14.2,15629,1100,1752,752,154,2474,3803,4.11,0.92,0.9,0.513,0.568,0.95,0.854,0.261,0.73,2,5,7,3,1,0.74,0.61,0.52,0.459,1752,963,0.311,837,110,256,4,23,0.135,0.311,0.595,0,3,0,0,2,1,0,3,1,0.0,23,3,0,-36.1,0.909,14.716,2,0,0,2,10,none,-0.01,CHF-01,Char Fasson Outreach,8.69,233,3,7,22,127,0,0,0,0,0.0,1294,4.56,0,1,0.0,1,449,449,1,lower-risk district store,CHF-01,1025,936,0,70,10,84,40,19,20,26.39,37,Start at Char Fasson Outreach; visit highest-risk blocks in Island Char Cluster; prioritize absent/refusal follow-ups; carry 20 MR doses; sync offline forms after route.,H-BHO-01,Bhola District Hospital,13.76,45,6,26,1,0,0,2,6,3,0.599,high,0.655,0.633,15,17,-34.8,high,12,9,6,11,Reallocate MR stock immediately,"[""stockout_likely_72h""]","Synthetic note: Island Char Cluster has island char conditions, 837 estimated zero-dose children, 23 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Reallocate MR stock immediately. Target 19 children, 40 households, stockout risk 1, hospital surge high.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.616,True
ZMC-026-045,2026-04-28,45,7,Sylhet,Sylhet,Sylhet City,Kumarpara Ward,dense_urban,24.899,91.8687,1.7,34690,20405,3231,1653,318,4502,7786,4.46,0.61,0.5,0.679,0.703,0.46,0.402,0.626,0.248,3,6,10,3,5,0.89,0.83,0.78,0.744,3231,1777,0.557,800,108,205,2,23,0.089,0.199,0.897,0,0,0,0,0,0,0,1,0,0,16,2,0,14.3,1.399,4.612,3,0,0,1,4,none,0.104,SCC-01,Kumarpara Health Center,4.12,63,3,6,17,110,0,0,0,0,0.0,1848,6.06,0,1,0.0,1,436,436,1,lower-risk district store,SCC-01,961,1118,0,40,11,60,58,30,32,14.4,54,Start at Kumarpara Health Center; visit highest-risk blocks in Kumarpara Ward; prioritize absent/refusal follow-ups; carry 32 MR doses; sync offline forms after route.,H-SYL-01,Sylhet MAG Osmani Medical College,10.87,220,32,125,10,3,0,16,8,3,0.384,moderate,0.355,0.459,14,21,-12.5,moderate,15,11,8,13,Reallocate MR stock immediately,"[""stockout_likely_72h""]","Synthetic note: Kumarpara Ward has dense urban conditions, 800 estimated zero-dose children, 16 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Reallocate MR stock immediately. Target 30 children, 58 households, stockout risk 1, hospital surge moderate.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.767,True
ZMC-027-045,2026-04-28,45,7,Sylhet,Sylhet,Sunamganj Sadar,Haor Village Cluster,haor_remote,25.0658,91.395,12.9,9908,768,1074,347,62,1199,1929,5.14,0.87,0.88,0.527,0.543,0.92,0.87,0.177,0.78,1,1,1,1,2,0.76,0.65,0.56,0.472,1074,590,0.349,651,61,293,2,23,0.145,0.303,0.663,0,0,0,0,0,0,0,1,0,0,34,6,0,240.0,3.2,34.316,5,0,0,5,7,fever_after_vaccine_fear,-0.373,SUN-01,Sunamganj Haor Clinic,8.6,228,1,8,17,121,0,0,0,0,0.0,956,4.76,1,0,0.0,1,401,401,1,lower-risk district store,SUN-01,973,1191,0,48,30,82,45,34,36,25.01,16,Start at Sunamganj Haor Clinic; visit highest-risk blocks in Haor Village Cluster; prioritize absent/refusal follow-ups; carry 36 MR doses; sync offline forms after route.,H-SUN-01,Sunamganj District Hospital,14.87,120,21,41,5,1,0,18,28,13,0.747,high,0.678,0.843,75,233,120.6,critical,167,132,95,138,Reallocate MR stock immediately,"[""critical_outbreak_priority"", ""stockout_likely_72h"", ""hospital_surge_risk"", ""low_vaccine_confidence""]","Synthetic note: Haor Village Cluster has haor remote conditions, 651 estimated zero-dose children, 34 suspected cases in last 7 days, rumor topic: fever_after_vaccine_fear.","Tomorrow focus: Reallocate MR stock immediately. Target 34 children, 45 households, stockout risk 1, hospital surge high.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.596,True
ZMC-028-045,2026-04-28,45,7,Moulvibazar,Sylhet,Sreemangal Upazila,Tea Garden Line,tea_garden,24.3065,91.7296,5.6,16488,2944,1582,739,101,2473,3337,4.94,0.84,0.83,0.577,0.532,0.87,0.766,0.182,0.279,1,6,6,1,5,0.78,0.67,0.58,0.54,1582,870,0.36,838,87,190,1,23,0.157,0.281,0.764,0,12,2,0,9,5,1,12,4,0.5,21,3,0,-19.2,1.186,12.737,4,0,0,3,13,none,-0.253,SRM-01,Sreemangal Garden Clinic,7.78,174,3,5,18,114,0,240,240,14,0.055,1405,3.8,0,1,0.0,1,501,501,1,lower-risk district store,SRM-01,829,707,240,27,19,57,52,37,41,23.57,39,Start at Sreemangal Garden Clinic; visit highest-risk blocks in Tea Garden Line; prioritize absent/refusal follow-ups; carry 41 MR doses; sync offline forms after route.,H-MOU-01,Moulvibazar District Hospital,14.13,45,7,14,1,0,0,1,7,3,0.657,high,0.632,0.613,19,27,-9.5,high,19,15,11,16,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""low_vaccine_confidence""]","Synthetic note: Tea Garden Line has tea garden conditions, 838 estimated zero-dose children, 21 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Reallocate MR stock immediately. Target 37 children, 52 households, stockout risk 1, hospital surge high.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.614,True
ZMC-029-045,2026-04-28,45,7,Mymensingh,Mymensingh,Mymensingh City,Kewatkhali Ward,dense_urban,24.7471,90.4203,2.0,44237,22118,4426,2090,416,6977,10450,4.23,0.63,0.51,0.677,0.659,0.48,0.399,0.632,0.161,4,8,8,4,3,0.88,0.82,0.76,0.733,4426,2701,0.588,1132,160,288,2,23,0.114,0.255,0.823,0,15,5,1,11,7,2,16,9,0.556,30,6,1,130.8,2.195,6.782,4,1,1,5,5,fever_after_vaccine_fear,-0.264,MCC-01,Kewatkhali Health Center,5.41,94,2,6,14,93,0,557,557,34,0.058,3096,5.85,0,0,0.0,1,730,730,1,lower-risk district store,MCC-01,559,428,65,12,6,30,73,65,73,15.88,34,Start at Kewatkhali Health Center; visit highest-risk blocks in Kewatkhali Ward; prioritize absent/refusal follow-ups; carry 73 MR doses; sync offline forms after route.,H-MYM-01,Mymensingh Medical College Hospital,7.62,140,34,77,9,2,1,22,16,7,0.519,moderate,0.375,0.664,45,98,50.0,high,70,55,40,58,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""low_vaccine_confidence""]","Synthetic note: Kewatkhali Ward has dense urban conditions, 1132 estimated zero-dose children, 30 suspected cases in last 7 days, rumor topic: fever_after_vaccine_fear.","Tomorrow focus: Reallocate MR stock immediately. Target 65 children, 73 households, stockout risk 1, hospital surge moderate.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.78,True
ZMC-030-045,2026-04-28,45,7,Jamalpur,Mymensingh,Islampur Upazila,Jamuna Char Cluster,river_char,25.08,89.785,11.3,16450,1455,1883,762,143,2478,3157,5.21,0.89,0.89,0.519,0.57,0.94,0.863,0.168,0.641,2,5,7,3,2,0.75,0.64,0.55,0.529,1883,1035,0.388,924,115,424,4,23,0.15,0.338,0.607,0,11,4,0,9,4,1,12,6,0.667,61,15,1,134.6,2.244,37.082,7,0,0,5,7,none,-0.055,ISL-01,Islampur Char Outreach,9.18,143,2,9,23,137,0,0,0,0,0.0,997,6.16,0,1,0.0,1,799,799,1,lower-risk district store,ISL-01,710,863,0,54,24,90,69,38,41,26.89,10,Start at Islampur Char Outreach; visit highest-risk blocks in Jamuna Char Cluster; prioritize absent/refusal follow-ups; carry 41 MR doses; sync offline forms after route.,H-JAM-01,Jamalpur General Hospital,16.45,45,5,20,4,0,1,8,22,7,1,critical,0.652,0.903,94,199,54.1,critical,143,113,81,118,Reallocate MR stock immediately,"[""critical_outbreak_priority"", ""stockout_likely_72h"", ""hospital_surge_risk""]","Synthetic note: Jamuna Char Cluster has river char conditions, 924 estimated zero-dose children, 61 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Reallocate MR stock immediately. Target 38 children, 69 households, stockout risk 1, hospital surge critical.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.616,True
ZMC-031-045,2026-04-28,45,7,Dhaka,Dhaka,Dhaka North City,Korail Block A North Sector,urban_slum,23.774587,90.427403,1.03,38106,36979,3917,1707,250,4616,8277,4.6,0.987,0.758,0.552,0.603,0.916,0.822,0.12,0.358,7,6,13,5,8,0.792,0.767,0.713,0.589,3917,2154,0.346,1730,163,662,3,23,0.132,0.343,0.94,0,8,1,0,5,3,0,9,5,0.2,47,12,1,-2.1,1.305,12.334,5,1,0,4,9,none,0.009,DNCC-01-N,Mohakhali Urban Clinic,8.82,193,3,7,20,111,0,616,616,34,0.052,3164,5.68,2,0,0.0,1,957,957,1,lower-risk district store,DNCC-01-N,493,542,105,39,6,64,115,78,88,24.95,27,Start at Mohakhali Urban Clinic; visit highest-risk blocks in Korail Block A North Sector; prioritize absent/refusal follow-ups; carry 88 MR doses; sync offline forms after route.,H-DHK-01,Dhaka Shishu Hospital,9.32,60,2,16,3,0,0,9,14,3,0.742,high,0.606,0.734,40,51,-14.9,high,36,28,20,31,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""hospital_surge_risk""]","Synthetic note: Korail Block A North Sector has urban slum conditions, 1730 estimated zero-dose children, 47 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Reallocate MR stock immediately. Target 78 children, 115 households, stockout risk 1, hospital surge high.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.671,True
ZMC-032-045,2026-04-28,45,7,Dhaka,Dhaka,Dhaka North City,Mirpur Section 11 North Sector,dense_urban,23.829858,90.364893,2.37,48996,20667,4028,2509,430,7104,9853,4.97,0.762,0.685,0.632,0.714,0.696,0.618,0.36,0.288,5,10,15,1,5,0.897,0.777,0.759,0.659,4028,2312,0.541,1439,136,500,2,23,0.115,0.255,0.821,0,4,1,0,2,1,0,4,2,0.5,31,4,1,40.9,1.549,6.327,3,0,0,2,8,none,-0.134,DNCC-02-N,Mirpur EPI Center,6.31,115,2,7,20,126,319,723,430,25,0.055,2070,4.11,0,1,0.74,0.732,746,427,1,lower-risk district store,DNCC-02-N,920,588,103,16,14,42,83,35,39,19.07,39,Start at Mirpur EPI Center; visit highest-risk blocks in Mirpur Section 11 North Sector; prioritize absent/refusal follow-ups; carry 39 MR doses; sync offline forms after route.,H-DHK-02,Shaheed Suhrawardy Medical College,11.03,100,27,21,8,2,0,11,13,5,0.58,high,0.478,0.611,33,45,6.5,high,32,25,18,27,Reallocate MR stock immediately,"[""stockout_likely_72h""]","Synthetic note: Mirpur Section 11 North Sector has dense urban conditions, 1439 estimated zero-dose children, 31 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Reallocate MR stock immediately. Target 35 children, 83 households, stockout risk 0.732, hospital surge high.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.743,True
ZMC-033-045,2026-04-28,45,7,Dhaka,Dhaka,Dhaka South City,Jatrabari East North Sector,dense_urban,23.699009,90.413104,1.97,39397,19976,4406,2136,361,5632,8375,4.7,0.857,0.724,0.627,0.64,0.754,0.677,0.269,0.289,7,6,8,2,3,0.794,0.709,0.649,0.561,4406,2423,0.407,1705,202,637,3,23,0.126,0.289,0.764,0,15,4,1,10,7,2,15,6,0.667,78,18,2,14.7,1.263,19.798,11,0,0,3,8,religious_concern,-0.351,DSCC-01-N,Jatrabari Health Post,8.61,174,2,5,17,116,0,510,510,40,0.073,3910,4.76,0,0,0.0,1,1335,1335,1,lower-risk district store,DSCC-01-N,812,685,170,40,12,67,133,111,127,24.08,32,Start at Jatrabari Health Post; visit highest-risk blocks in Jatrabari East North Sector; prioritize absent/refusal follow-ups; carry 127 MR doses; sync offline forms after route.,H-DHK-03,Mugda Medical College Hospital,14.18,220,24,106,15,4,2,25,13,6,0.428,moderate,0.544,0.68,66,76,-15.4,high,54,43,31,45,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""low_vaccine_confidence""]","Synthetic note: Jatrabari East North Sector has dense urban conditions, 1705 estimated zero-dose children, 78 suspected cases in last 7 days, rumor topic: religious_concern.","Tomorrow focus: Reallocate MR stock immediately. Target 111 children, 133 households, stockout risk 1, hospital surge moderate.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.655,True
ZMC-034-045,2026-04-28,45,7,Dhaka,Dhaka,Dhaka South City,Kamrangirchar Riverside North Sector,urban_slum,23.739122,90.350546,1.62,60895,37611,4953,2608,407,8237,12652,4.81,0.924,0.786,0.556,0.574,0.919,0.812,0.12,0.283,8,13,17,3,3,0.825,0.694,0.625,0.538,4953,2724,0.48,2527,259,1028,4,23,0.129,0.34,0.679,0,10,3,0,8,4,2,11,6,0.5,96,29,4,7.9,1.362,15.765,11,0,0,4,11,vaccine_causes_measles_myth,-0.41,DSCC-02-N,Kamrangirchar Community Clinic,7.39,159,3,5,16,97,262,1012,704,46,0.061,2624,5.28,0,0,0.37,0.976,1788,1526,1,lower-risk district store,DSCC-02-N,418,397,146,34,4,72,242,109,124,23.77,29,Start at Kamrangirchar Community Clinic; visit highest-risk blocks in Kamrangirchar Riverside North Sector; prioritize absent/refusal follow-ups; carry 124 MR doses; sync offline forms after route.,H-DHK-04,Sir Salimullah Medical College,12.73,220,30,100,7,1,1,27,22,7,0.513,moderate,0.632,0.715,88,115,-8.3,high,82,65,47,68,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""low_vaccine_confidence""]","Synthetic note: Kamrangirchar Riverside North Sector has urban slum conditions, 2527 estimated zero-dose children, 96 suspected cases in last 7 days, rumor topic: vaccine_causes_measles_myth.","Tomorrow focus: Reallocate MR stock immediately. Target 109 children, 242 households, stockout risk 0.976, hospital surge moderate.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.679,True
ZMC-035-045,2026-04-28,45,7,Dhaka,Dhaka,Dhaka North City,Tejgaon Industrial Area North Sector,industrial_urban,23.779077,90.411271,1.67,29863,17917,3338,1384,182,3929,5521,5.41,0.787,0.733,0.565,0.72,0.776,0.643,0.44,0.32,4,6,8,4,3,0.811,0.754,0.653,0.659,3338,1835,0.48,1119,154,335,4,23,0.16,0.281,0.781,0,5,1,0,4,1,0,6,2,0.5,29,8,0,45.0,1.498,9.711,5,0,0,1,6,vaccine_shortage_confusion,-0.27,DNCC-03-N,Tejgaon Health Center,6.36,75,2,7,16,94,0,351,469,14,0.029,1696,4.75,0,0,0.0,1,678,678,1,lower-risk district store,DNCC-03-N,932,720,132,47,7,66,87,62,68,17.98,32,Start at Tejgaon Health Center; visit highest-risk blocks in Tejgaon Industrial Area North Sector; prioritize absent/refusal follow-ups; carry 68 MR doses; sync offline forms after route.,H-DHK-01,Dhaka Shishu Hospital,8.71,60,4,26,2,0,0,3,12,4,0.692,high,0.525,0.679,27,37,-6.9,high,26,21,15,22,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""low_vaccine_confidence""]","Synthetic note: Tejgaon Industrial Area North Sector has industrial urban conditions, 1119 estimated zero-dose children, 29 suspected cases in last 7 days, rumor topic: vaccine_shortage_confusion.","Tomorrow focus: Reallocate MR stock immediately. Target 62 children, 87 households, stockout risk 1, hospital surge high.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.678,True
ZMC-036-045,2026-04-28,45,7,Dhaka,Dhaka,Savar Upazila,Hemayetpur Worker Colony North Sector,peri_urban,23.80077,90.251379,3.37,34302,10192,3205,1500,309,4111,8179,4.19,0.656,0.656,0.6,0.634,0.648,0.53,0.559,0.279,4,8,12,5,2,0.867,0.73,0.699,0.584,3205,1762,0.551,1477,134,449,1,23,0.113,0.252,0.757,0,3,1,0,2,1,0,3,0,0,36,8,0,12.5,1.284,10.495,4,0,0,3,5,religious_concern,-0.102,SAV-01-N,Hemayetpur Union Health Center,6.03,74,2,4,13,72,0,0,0,0,0.0,2044,6.07,0,1,0.0,1,894,894,1,lower-risk district store,SAV-01-N,730,630,0,18,9,36,194,113,122,19.18,32,Start at Hemayetpur Union Health Center; visit highest-risk blocks in Hemayetpur Worker Colony North Sector; prioritize absent/refusal follow-ups; carry 122 MR doses; sync offline forms after route.,H-DHK-05,Savar Upazila Health Complex,14.89,28,6,5,1,0,0,2,8,2,0.86,critical,0.487,0.679,31,38,-13.9,high,27,21,15,23,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""hospital_surge_risk""]","Synthetic note: Hemayetpur Worker Colony North Sector has peri urban conditions, 1477 estimated zero-dose children, 36 suspected cases in last 7 days, rumor topic: religious_concern.","Tomorrow focus: Reallocate MR stock immediately. Target 113 children, 194 households, stockout risk 1, hospital surge critical.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.699,True
ZMC-037-045,2026-04-28,45,7,Dhaka,Dhaka,Keraniganj Upazila,Agangarh Bazaar Area North Sector,peri_urban,23.697414,90.344103,2.59,17086,6585,1394,752,121,2104,3584,4.77,0.689,0.611,0.657,0.594,0.605,0.505,0.518,0.184,2,6,7,0,4,0.827,0.778,0.655,0.683,1394,782,0.531,426,76,147,2,23,0.107,0.216,0.839,0,1,0,0,0,0,0,2,0,0,19,4,0,171.4,2.464,11.12,2,0,0,3,5,vaccine_shortage_confusion,-0.236,KER-01-N,Agangarh EPI Booth,5.95,127,2,4,13,81,0,0,0,0,0.0,1099,4.57,1,0,0.0,1,277,277,1,lower-risk district store,KER-01-N,610,490,0,9,9,22,36,27,29,16.26,31,Start at Agangarh EPI Booth; visit highest-risk blocks in Agangarh Bazaar Area North Sector; prioritize absent/refusal follow-ups; carry 29 MR doses; sync offline forms after route.,H-DHK-06,Keraniganj Upazila Health Complex,11.05,35,6,12,2,0,0,5,16,4,1,critical,0.447,0.693,32,78,68.4,high,56,44,32,46,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""hospital_surge_risk"", ""low_vaccine_confidence""]","Synthetic note: Agangarh Bazaar Area North Sector has peri urban conditions, 426 estimated zero-dose children, 19 suspected cases in last 7 days, rumor topic: vaccine_shortage_confusion.","Tomorrow focus: Reallocate MR stock immediately. Target 27 children, 36 households, stockout risk 1, hospital surge critical.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.737,True
ZMC-038-045,2026-04-28,45,7,Gazipur,Dhaka,Gazipur City,Tongi Factory Belt North Sector,industrial_urban,23.905796,90.422473,3.09,54768,17719,5279,2945,425,8010,11259,4.86,0.783,0.712,0.603,0.712,0.859,0.715,0.357,0.329,8,12,12,7,4,0.841,0.723,0.649,0.606,5279,2903,0.426,1958,242,698,3,23,0.141,0.344,0.71,0,20,8,0,15,6,1,21,8,1.0,95,35,2,53.2,1.657,17.346,12,0,0,4,6,none,-0.06,GCC-01-N,Tongi Urban Health Center,5.89,150,2,8,23,136,150,1053,885,18,0.02,2836,6.44,3,1,0.17,1,1248,1098,1,lower-risk district store,GCC-01-N,594,585,146,16,16,56,111,80,88,19.57,25,Start at Tongi Urban Health Center; visit highest-risk blocks in Tongi Factory Belt North Sector; prioritize absent/refusal follow-ups; carry 88 MR doses; sync offline forms after route.,H-GAZ-01,Gazipur Shaheed Tajuddin Medical College,16.02,180,15,67,10,2,2,28,27,13,0.601,high,0.546,0.753,108,173,13.7,high,124,98,71,102,Reallocate MR stock immediately,"[""stockout_likely_72h"", ""cold_chain_temperature_excursion""]","Synthetic note: Tongi Factory Belt North Sector has industrial urban conditions, 1958 estimated zero-dose children, 95 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Reallocate MR stock immediately. Target 80 children, 111 households, stockout risk 1, hospital surge high.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.685,True
ZMC-039-045,2026-04-28,45,7,Gazipur,Dhaka,Gazipur Sadar,Board Bazar Area North Sector,peri_urban,23.97887,90.376254,3.66,23221,6347,2067,1111,173,2689,4942,4.7,0.685,0.618,0.585,0.602,0.579,0.517,0.479,0.279,3,4,7,2,4,0.871,0.837,0.711,0.736,2067,1224,0.588,475,107,167,2,23,0.114,0.273,0.838,0,1,0,0,0,0,0,1,0,0,12,0,0,50.0,1.642,5.168,3,0,0,1,7,none,-0.014,GAZ-01-N,Board Bazar Clinic,5.66,101,1,4,11,67,0,0,0,0,0.0,1764,6.0,1,0,0.0,1,273,273,1,lower-risk district store,GAZ-01-N,292,360,0,22,2,30,74,36,38,16.87,48,Start at Board Bazar Clinic; visit highest-risk blocks in Board Bazar Area North Sector; prioritize absent/refusal follow-ups; carry 38 MR doses; sync offline forms after route.,H-GAZ-01,Gazipur Shaheed Tajuddin Medical College,8.09,140,46,37,10,1,0,24,8,3,0.473,moderate,0.412,0.517,15,25,25.0,moderate,18,14,10,15,Reallocate MR stock immediately,"[""stockout_likely_72h""]","Synthetic note: Board Bazar Area North Sector has peri urban conditions, 475 estimated zero-dose children, 12 suspected cases in last 7 days, rumor topic: none.","Tomorrow focus: Reallocate MR stock immediately. Target 36 children, 74 households, stockout risk 1, hospital surge moderate.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.713,True
ZMC-040-045,2026-04-28,45,7,Chattogram,Chattogram,Chattogram City,Halishahar Ward North Sector,dense_urban,22.340139,91.789454,2.64,46138,17464,3842,1639,412,6715,9015,5.12,0.766,0.675,0.563,0.714,0.617,0.522,0.511,0.238,5,7,14,5,5,0.846,0.807,0.709,0.685,3842,2264,0.562,1161,149,591,4,23,0.156,0.217,0.821,0,3,1,0,2,1,0,3,1,1.0,24,6,0,-7.7,0.991,5.202,2,0,0,3,8,vaccine_shortage_confusion,-0.456,CCC-01-N,Halishahar Health Center,5.0,85,2,4,14,84,341,549,313,14,0.043,2191,6.16,0,1,1.09,0.619,667,326,0,none,none,546,454,70,19,12,42,87,64,71,16.02,53,Start at Halishahar Health Center; visit highest-risk blocks in Halishahar Ward North Sector; prioritize absent/refusal follow-ups; carry 71 MR doses; sync offline forms after route.,H-CTG-01,Chattogram Medical College Hospital,11.41,180,11,83,10,1,0,7,6,3,0.43,moderate,0.467,0.469,17,17,-29.2,moderate,12,9,6,11,Send rumor response team with community leader,"[""low_vaccine_confidence""]","Synthetic note: Halishahar Ward North Sector has dense urban conditions, 1161 estimated zero-dose children, 24 suspected cases in last 7 days, rumor topic: vaccine_shortage_confusion.","Tomorrow focus: Send rumor response team with community leader. Target 64 children, 87 households, stockout risk 0.619, hospital surge moderate.",আপনার শিশুর জ্বর ও র‍্যাশ হলে নিকটস্থ স্বাস্থ্যকেন্দ্রে যান। ৬-৫৯ মাস বয়সী শিশুর এমআর টিকা নিশ্চিত করুন।,0.757,True
